,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,60.44388988654106,44.585302643947635,47.72020298311603,56.05360208058114,73.85740574933995,73.85740574933995,73.85740574933995,73.85740574933995,73.85740574933995,73.85740574933995,73.85740574933995,73.85740574933995,73.85740574933995,73.85740574933995,73.85740574933995,73.85740574933995,73.85740574933995,73.85740574933995,73.85740574933995,73.85740574933995
1,51.68926825088681,58.497031978610266,56.5745366050852,13.091444061201019,51.63875963009122,65.1610899859537,59.74433667480582,25.949510921199238,65.1610899859537,51.63875963009122,79.12493020929853,83.33478947063244,65.1610899859537,65.1610899859537,65.1610899859537,65.1610899859537,65.1610899859537,65.1610899859537,65.1610899859537,65.1610899859537
2,38.78247867991557,76.87812288421352,14.794803404800161,4.60574250085738,4.60574250085738,4.60574250085738,4.60574250085738,4.60574250085738,4.60574250085738,4.60574250085738,4.60574250085738,4.60574250085738,4.60574250085738,4.60574250085738,4.60574250085738,4.60574250085738,4.60574250085738,4.60574250085738,4.60574250085738,4.60574250085738
3,67.32296725899761,32.974128961160076,60.48137046825417,75.659857076619,75.659857076619,75.659857076619,75.659857076619,75.659857076619,75.659857076619,75.659857076619,75.659857076619,75.659857076619,75.659857076619,75.659857076619,75.659857076619,75.659857076619,75.659857076619,75.659857076619,75.659857076619,75.659857076619
4,99.99999999999999,16.809989410205496,2.424575752314939,49.02525349071251,99.27402499850122,99.99999999999999,99.99999999999999,99.99999999999999,99.99999999999999,99.99999999999999,99.99999999999999,99.99999999999999,99.99999999999999,99.99999999999999,99.99999999999999,99.99999999999999,99.99999999999999,99.99999999999999,99.99999999999999,99.99999999999999
5,51.41938764211063,5.789604410304003,14.815250101877814,14.815250101877814,14.815250101877814,14.815250101877814,14.815250101877814,14.815250101877814,14.815250101877814,14.815250101877814,14.815250101877814,14.815250101877814,14.815250101877814,14.815250101877814,14.815250101877814,14.815250101877814,14.815250101877814,14.815250101877814,14.815250101877814,14.815250101877814
6,40.528445679920964,41.36077151967117,83.18417046519087,82.2086965399413,83.18417046519087,83.18417046519087,83.18417046519087,83.18417046519087,83.18417046519087,83.18417046519087,83.18417046519087,83.18417046519087,83.18417046519087,83.18417046519087,83.18417046519087,83.18417046519087,83.18417046519087,83.18417046519087,83.18417046519087,83.18417046519087
7,53.7949625244433,8.4552977780195,53.594801562323234,51.600908817851476,51.600908817851476,51.600908817851476,51.600908817851476,51.600908817851476,51.600908817851476,51.600908817851476,51.600908817851476,51.600908817851476,51.600908817851476,51.600908817851476,51.600908817851476,51.600908817851476,51.600908817851476,51.600908817851476,51.600908817851476,51.600908817851476
8,69.62189837946954,21.246482005255256,38.92960707896223,38.92960707896223,38.92960707896223,38.92960707896223,38.92960707896223,38.92960707896223,38.92960707896223,38.92960707896223,38.92960707896223,38.92960707896223,38.92960707896223,38.92960707896223,38.92960707896223,38.92960707896223,38.92960707896223,38.92960707896223,38.92960707896223,38.92960707896223
9,27.050671456193896,37.65175262793111,31.142186912467906,18.270855624233782,20.75831588584692,43.710294841641115,26.805199305485793,52.07216765650102,35.83934228457671,59.90697341072,53.13309629122376,40.80391576765429,63.57956320979523,63.57956320979523,63.57956320979523,63.57956320979523,63.57956320979523,63.57956320979523,63.57956320979523,63.57956320979523
