% # columns="iter, evals, sigma, 0, fitness, xbest" seed=470794, Tue Mar 15 21:25:55 2022, <python>{}</python>
1 6 0.4845839924796209 0 61.41526849716361 -4.1077632980139205 -0.2900802276336786
2 12 0.5660278675031037 0 59.950383509983055 -4.1989147312907535 0.16561269905446702
3 18 0.4965443866263364 0 58.31335884052207 -4.793454779638433 0.4545952344377008
4 24 0.5068579113895553 0 57.932549112980254 -5.19757619009711 0.5222137388932923
5 30 0.7446685932070034 0 55.54051239319935 -6.321242176675473 1.124280516147433
6 36 1.2784821027188293 0 50.82828511100123 -9.247426206289694 2.0620826641681886
7 42 1.832504781562736 0 38.55266206014886 -10.394582578686178 3.670728559109068
8 48 1.6992811654816993 0 29.227207959198918 -11.837598468263776 3.8640388988949934
9 54 1.5457306185781636 0 29.19704172759628 -12.580267083404998 4.445731055045432
10 60 1.490678063784166 0 46.89762141910837 -10.818499139515527 2.546182810803101
11 66 1.4303741748465135 0 45.8884297462752 -9.288690769053327 2.3763814382446933
12 72 1.171166886255829 0 45.50596108177523 -8.326020551086533 2.8646354389861175
13 78 1.2815255131321923 0 28.363317218686646 -10.415586301807311 3.8352625857300273
14 84 1.073146113718455 0 29.187912817891295 -10.864447174443898 3.971939226720827
15 90 0.9879184120783163 0 29.80549555159542 -10.327654871945224 3.9763482581185117
16 96 0.9467602100020747 0 28.968492759112927 -10.986281929718002 3.8835380142508265
17 102 1.15979882148796 0 29.104334708404643 -11.97993740292038 4.09031842464605
18 108 0.9166859544074852 0 29.02889174267571 -12.414152556914633 4.0451779937215395
19 114 1.0824231384216427 0 28.770358934574176 -12.568119277856937 4.574050257817914
20 120 0.8499899880897681 0 57.26272139833807 -12.216526828346762 4.670315957686979
21 126 0.7198556707716689 0 28.999360513182257 -12.109903949316463 4.080903672262043
22 132 0.5560434235111147 0 28.56799416298633 -11.474542681773158 4.103329224432301
23 138 0.5632779376048525 0 28.59889573794767 -11.281898213369056 3.9585127986170754
24 144 0.5450516081258893 0 28.16308975462357 -10.729760293820636 3.810954925866766
25 150 0.4606372235867827 0 28.58933046692979 -10.973008352032315 3.8192537387085306
26 156 0.3867761028583998 0 28.55618238976092 -11.267188245406155 3.947168763066601
